County,Year,Sex,Age,White,Hispanic,Asian,Pac.Isl,Black,Amer.Ind,Multirace
33,2000,M,84,1567,134,27,1,34,5,12
33,2000,M,85,1366,116,27,1,38,5,10
33,2000,M,86,1196,93,18,0,28,9,7
33,2000,M,87,960,82,15,0,18,4,5
33,2000,M,88,732,62,11,0,17,1,5
33,2000,M,89,567,53,11,0,14,1,6
33,2000,M,90,439,37,11,1,13,2,5
33,2000,M,91,364,33,10,0,10,3,3
33,2000,M,92,249,32,7,0,9,1,3
33,2000,M,93,189,25,7,1,6,0,3
33,2000,M,94,133,17,5,0,8,0,2
33,2000,M,95,105,9,1,0,2,1,1
33,2000,M,96,71,8,3,0,2,1,0
33,2000,M,97,47,7,1,0,1,0,0
33,2000,M,98,24,5,1,0,2,0,0
33,2000,M,99,17,3,1,0,3,0,0
33,2000,M,100,29,11,0,0,6,1,1
34,2000,F,0,3767,2142,891,44,896,49,662
34,2000,F,1,3828,2242,874,53,957,51,521
34,2000,F,2,3847,2150,914,46,991,51,557
34,2000,F,3,3928,2204,963,46,1033,68,536
34,2000,F,4,4077,2284,1062,72,1087,71,569
34,2000,F,5,4112,2232,1094,80,1132,72,565
34,2000,F,6,4210,2257,1060,68,1195,73,544
34,2000,F,7,4283,2247,1151,75,1232,73,564
34,2000,F,8,4464,2210,1182,76,1248,74,565
34,2000,F,9,4504,2223,1175,73,1285,79,542
34,2000,F,10,4560,2094,1176,66,1281,88,523
34,2000,F,11,4508,1943,1203,61,1272,73,513
34,2000,F,12,4488,1861,1158,66,1209,90,482
34,2000,F,13,4291,1723,1181,66,1157,83,469
34,2000,F,14,4384,1736,1203,74,1128,78,448
34,2000,F,15,4299,1696,1267,80,1118,73,443
34,2000,F,16,4291,1637,1330,64,1033,74,419
34,2000,F,17,4313,1651,1307,67,996,82,411
34,2000,F,18,4147,1695,1194,86,955,84,368
34,2000,F,19,4054,1728,1047,90,887,76,380
34,2000,F,20,4136,1742,1034,85,886,67,373
34,2000,F,21,4175,1686,976,74,893,65,325
34,2000,F,22,4168,1649,959,66,828,70,297
34,2000,F,23,4344,1741,1025,62,840,76,321
34,2000,F,24,4494,1773,1076,72,861,86,311
34,2000,F,25,4612,1770,1146,69,888,91,273
34,2000,F,26,4391,1724,1120,60,859,68,254
34,2000,F,27,4499,1760,1098,66,886,72,268
34,2000,F,28,4870,1692,1088,68,859,86,268
34,2000,F,29,5342,1762,1125,67,934,77,267
34,2000,F,30,5414,1797,1124,74,1015,81,260
34,2000,F,31,5108,1621,1132,68,1004,94,245
34,2000,F,32,4928,1529,1084,67,942,85,230
34,2000,F,33,5056,1550,1055,55,939,77,218
34,2000,F,34,5151,1535,1038,52,951,83,245
34,2000,F,35,5589,1610,1080,64,1024,78,267
34,2000,F,36,5887,1538,1065,79,1007,89,272
34,2000,F,37,6008,1566,1032,75,1001,98,270
34,2000,F,38,6193,1480,978,73,1092,82,262
34,2000,F,39,6337,1368,1065,75,1112,98,257
34,2000,F,40,6398,1398,1118,76,1126,104,273
34,2000,F,41,6098,1261,1059,65,1049,105,273
34,2000,F,42,6334,1236,1084,55,1000,99,247
34,2000,F,43,6317,1190,1065,58,997,94,227
34,2000,F,44,6070,1160,1043,49,939,100,214
34,2000,F,45,6046,1135,1126,50,909,98,210
34,2000,F,46,5877,1043,1037,55,855,94,191
34,2000,F,47,5775,1021,990,52,806,91,191
34,2000,F,48,5682,913,987,45,724,81,173
34,2000,F,49,5526,845,997,41,734,82,177
34,2000,F,50,5578,798,1009,38,718,76,184
34,2000,F,51,5590,786,939,47,651,84,150
34,2000,F,52,5553,759,875,37,585,78,142
34,2000,F,53,5597,655,812,43,539,77,143
34,2000,F,54,4499,623,701,35,477,62,131
34,2000,F,55,4223,520,665,30,445,55,136
34,2000,F,56,4078,508,582,31,446,55,121
34,2000,F,57,4076,489,527,35,426,55,112
34,2000,F,58,3765,458,514,33,408,42,81
34,2000,F,59,3464,442,548,32,406,39,91
34,2000,F,60,3281,444,533,20,396,29,87
34,2000,F,61,3255,422,502,14,397,39,83
34,2000,F,62,3172,396,524,18,380,34,70
34,2000,F,63,3055,383,502,19,387,32,60
34,2000,F,64,2997,362,521,18,392,36,65
34,2000,F,65,2964,345,485,19,363,32,70
34,2000,F,66,2739,322,464,18,344,29,62
34,2000,F,67,2763,337,462,17,318,32,61
34,2000,F,68,2745,318,468,15,286,30,50
34,2000,F,69,2799,323,498,15,278,20,53
34,2000,F,70,2758,317,470,9,265,16,48
34,2000,F,71,2779,294,474,8,221,16,53
34,2000,F,72,2814,277,452,11,215,20,49
34,2000,F,73,2770,265,433,11,213,13,42
34,2000,F,74,2846,258,403,7,221,20,38
34,2000,F,75,2974,234,375,10,195,18,43
34,2000,F,76,2866,241,328,5,158,18,43
34,2000,F,77,2811,214,323,6,153,12,28
34,2000,F,78,2676,197,294,7,161,11,32
34,2000,F,79,2453,180,272,7,143,9,32
34,2000,F,80,2345,151,251,7,150,9,29
34,2000,F,81,2108,129,198,7,111,7,24
34,2000,F,82,1925,111,184,4,94,9,20
34,2000,F,83,1766,95,168,3,88,6,22
34,2000,F,84,1592,85,143,3,85,4,16
34,2000,F,85,1475,85,132,3,75,8,15
34,2000,F,86,1359,68,116,1,66,8,11
34,2000,F,87,1200,54,89,0,55,4,16
34,2000,F,88,1036,44,71,0,44,3,12
34,2000,F,89,901,44,67,2,42,3,8
34,2000,F,90,747,37,50,2,31,3,6
34,2000,F,91,645,26,40,2,26,3,6
34,2000,F,92,504,15,25,2,26,1,4
34,2000,F,93,396,15,21,0,26,2,3
34,2000,F,94,297,16,13,2,20,1,2
34,2000,F,95,237,13,13,1,14,0,1
34,2000,F,96,161,6,15,0,12,0,1
34,2000,F,97,102,6,9,1,9,0,1
34,2000,F,98,86,3,6,1,6,0,1
34,2000,F,99,70,4,5,0,3,0,1
34,2000,F,100,116,3,9,0,12,1,0
34,2000,M,0,3907,2275,883,56,925,41,712
34,2000,M,1,3902,2261,959,53,981,52,608
34,2000,M,2,3864,2186,992,62,1016,65,571
34,2000,M,3,4021,2243,1047,54,1044,65,566
34,2000,M,4,4295,2354,1110,60,1141,66,598
34,2000,M,5,4461,2299,1162,66,1225,63,564
34,2000,M,6,4551,2384,1177,72,1189,84,583
34,2000,M,7,4568,2397,1194,75,1269,82,565
34,2000,M,8,4705,2369,1233,84,1334,83,574
34,2000,M,9,4748,2337,1268,75,1346,88,581
34,2000,M,10,4801,2175,1253,64,1322,87,561
34,2000,M,11,4781,2006,1295,69,1307,86,510
34,2000,M,12,4675,1962,1276,79,1228,85,479
34,2000,M,13,4622,1950,1303,74,1188,80,479
34,2000,M,14,4631,1846,1357,81,1149,85,477
34,2000,M,15,4626,1771,1336,67,1108,75,428
34,2000,M,16,4542,1770,1339,79,1042,77,396
34,2000,M,17,4535,1834,1401,70,1047,93,400
34,2000,M,18,4308,1886,1251,79,982,75,362
34,2000,M,19,4038,1885,1114,68,914,77,351
34,2000,M,20,3979,1917,1030,62,879,60,307
34,2000,M,21,3958,1967,981,58,827,78,291
34,2000,M,22,3964,1990,959,73,813,79,265
34,2000,M,23,4061,2107,943,76,786,60,257
34,2000,M,24,4127,2069,1022,61,769,59,267
34,2000,M,25,4345,1979,1102,65,792,74,277
34,2000,M,26,4283,1982,1085,57,763,73,232
34,2000,M,27,4400,1983,1105,56,801,62,228
34,2000,M,28,4693,2003,1073,46,840,75,228
34,2000,M,29,5092,1996,1052,63,917,79,225
34,2000,M,30,5485,2057,1081,49,1021,69,241
34,2000,M,31,5330,1917,1043,55,913,75,232
34,2000,M,32,5024,1839,989,63,894,81,208
34,2000,M,33,5043,1766,966,55,912,74,193
34,2000,M,34,5164,1745,1048,60,960,89,199
34,2000,M,35,5695,1780,1027,56,1045,81,220
34,2000,M,36,5812,1739,991,65,997,73,235
34,2000,M,37,6015,1631,991,61,1050,88,233
34,2000,M,38,6323,1581,982,69,1039,92,228
34,2000,M,39,6325,1478,1006,69,1051,98,236
34,2000,M,40,6537,1444,1007,62,1034,85,245
34,2000,M,41,6121,1280,988,54,964,79,232
34,2000,M,42,6070,1299,956,70,954,90,221
34,2000,M,43,6067,1184,936,59,950,86,191
34,2000,M,44,5787,1110,950,49,916,83,183
34,2000,M,45,5878,1061,959,68,871,76,195
34,2000,M,46,5716,1030,884,60,759,79,175
34,2000,M,47,5546,991,898,52,751,74,175
34,2000,M,48,5386,882,836,33,666,64,149
34,2000,M,49,5148,823,872,47,656,62,142
34,2000,M,50,5311,826,882,44,663,79,146
34,2000,M,51,5203,750,801,34,590,77,133
34,2000,M,52,5372,706,744,30,584,66,130
34,2000,M,53,5394,640,674,31,515,77,125
34,2000,M,54,4213,554,582,33,416,60,107
34,2000,M,55,3878,510,541,35,394,45,105
34,2000,M,56,3788,483,488,33,408,42,104
34,2000,M,57,3765,440,460,25,407,50,96
34,2000,M,58,3305,411,421,27,368,36,75
34,2000,M,59,2983,392,429,24,311,40,75
34,2000,M,60,2860,366,452,24,330,34,64
34,2000,M,61,2868,359,412,19,315,31,58
34,2000,M,62,2808,334,392,18,315,35,58
34,2000,M,63,2637,339,385,14,336,27,54
34,2000,M,64,2554,323,364,14,343,24,39
34,2000,M,65,2555,344,368,21,343,18,52
34,2000,M,66,2380,298,360,14,284,23,42
34,2000,M,67,2379,280,360,17,316,24,43
34,2000,M,68,2414,265,341,13,277,21,36
34,2000,M,69,2460,267,318,12,239,17,41
34,2000,M,70,2413,272,325,10,253,12,46
34,2000,M,71,2200,250,327,4,215,15,33
34,2000,M,72,2135,225,329,4,181,13,37
34,2000,M,73,2009,219,308,6,152,11,34
34,2000,M,74,2001,209,314,5,136,13,32
34,2000,M,75,1994,181,302,4,148,9,25
34,2000,M,76,1954,183,274,3,141,16,26
34,2000,M,77,1908,154,258,1,134,12,27
34,2000,M,78,1902,144,239,3,114,9,24
34,2000,M,79,1812,142,219,6,103,6,23
34,2000,M,80,1555,112,204,3,84,6,26
34,2000,M,81,1398,86,165,1,71,5,15
34,2000,M,82,1261,70,125,4,52,6,14
34,2000,M,83,1058,54,108,3,52,4,9
34,2000,M,84,945,60,108,3,43,4,14
34,2000,M,85,828,47,92,2,41,3,10
34,2000,M,86,670,32,74,1,29,3,7
34,2000,M,87,564,26,61,1,23,3,5
34,2000,M,88,471,23,47,0,24,2,5
34,2000,M,89,364,18,52,1,16,1,6
34,2000,M,90,272,16,40,0,13,1,3
34,2000,M,91,214,13,26,1,8,1,1
34,2000,M,92,163,12,18,1,8,2,1
34,2000,M,93,113,10,11,1,7,2,1
34,2000,M,94,78,8,8,1,7,1,0
34,2000,M,95,58,4,9,0,7,0,2
34,2000,M,96,40,6,7,0,4,1,3
34,2000,M,97,29,5,3,0,3,0,2
34,2000,M,98,20,1,3,0,3,0,1
34,2000,M,99,14,0,3,0,4,0,0
34,2000,M,100,31,0,8,0,9,0,1
35,2000,F,0,159,287,8,0,1,2,13
35,2000,F,1,150,282,8,1,2,1,8
35,2000,F,2,151,265,7,0,4,0,11
35,2000,F,3,151,259,10,1,4,1,11
35,2000,F,4,170,261,11,1,3,2,10
35,2000,F,5,187,269,11,2,3,1,10
35,2000,F,6,197,269,10,2,2,1,11
35,2000,F,7,180,277,7,1,5,3,14
35,2000,F,8,192,264,10,1,5,3,14
35,2000,F,9,202,248,9,0,8,1,13
35,2000,F,10,211,278,9,0,6,4,12
35,2000,F,11,177,250,10,0,3,3,11
35,2000,F,12,180,250,9,1,5,4,18
35,2000,F,13,179,231,9,1,4,3,10
35,2000,F,14,190,236,7,0,4,2,14
35,2000,F,15,172,223,7,1,2,1,8
35,2000,F,16,175,223,10,1,7,1,6
35,2000,F,17,166,233,7,0,3,2,8
35,2000,F,18,139,220,4,0,1,3,8
35,2000,F,19,109,235,5,0,5,2,5
35,2000,F,20,109,226,5,0,4,1,6
35,2000,F,21,103,184,6,0,2,1,3
35,2000,F,22,81,200,3,2,2,0,5
35,2000,F,23,78,195,5,2,3,3,5
35,2000,F,24,92,198,9,0,3,3,5
35,2000,F,25,103,201,7,1,3,1,4
35,2000,F,26,95,191,10,0,5,2,3
35,2000,F,27,121,216,10,0,3,3,3
35,2000,F,28,134,229,10,1,3,2,3
35,2000,F,29,164,207,16,0,2,0,4
35,2000,F,30,185,209,18,0,2,0,6
35,2000,F,31,181,190,18,0,3,2,5
35,2000,F,32,185,198,12,1,1,3,4
35,2000,F,33,207,197,15,0,3,2,3
35,2000,F,34,206,213,19,1,5,2,6
35,2000,F,35,240,203,12,1,5,2,4
35,2000,F,36,238,186,5,0,1,2,7
35,2000,F,37,250,195,20,3,6,3,5
35,2000,F,38,267,206,19,2,6,4,6
35,2000,F,39,239,190,14,0,3,3,8
35,2000,F,40,249,207,20,1,5,2,8
35,2000,F,41,236,172,16,1,3,3,6
35,2000,F,42,238,172,11,0,3,5,3
35,2000,F,43,230,149,9,0,4,3,6
35,2000,F,44,215,153,16,0,4,3,4
35,2000,F,45,223,150,10,0,6,2,3
35,2000,F,46,227,150,9,1,4,1,5
35,2000,F,47,207,141,11,0,3,1,3
35,2000,F,48,185,127,6,2,3,3,3
35,2000,F,49,183,131,7,1,4,4,4
35,2000,F,50,195,115,9,0,3,2,4
35,2000,F,51,174,118,6,0,2,1,6
35,2000,F,52,187,86,9,0,2,2,6
35,2000,F,53,194,83,8,0,5,6,3
35,2000,F,54,170,73,6,0,3,4,1
35,2000,F,55,160,74,5,1,3,2,1
35,2000,F,56,144,80,6,2,2,2,2
35,2000,F,57,151,70,7,1,2,2,5
35,2000,F,58,142,59,9,0,1,1,3
35,2000,F,59,124,62,6,0,0,2,3
35,2000,F,60,112,61,7,0,2,2,4
35,2000,F,61,80,53,6,0,3,1,2
35,2000,F,62,86,56,5,1,4,1,2
35,2000,F,63,83,43,5,0,1,1,2
35,2000,F,64,75,40,6,0,0,0,1
35,2000,F,65,78,41,6,0,0,2,1
35,2000,F,66,82,48,4,0,1,4,0
35,2000,F,67,73,45,5,0,1,2,2
35,2000,F,68,76,37,7,0,0,0,2
35,2000,F,69,79,45,4,0,0,1,1
35,2000,F,70,73,41,1,0,0,1,2
35,2000,F,71,78,43,2,0,0,0,2
35,2000,F,72,80,41,5,0,0,1,1
35,2000,F,73,79,35,5,1,0,0,0
35,2000,F,74,70,40,5,0,0,0,0
35,2000,F,75,76,27,3,0,0,1,0
35,2000,F,76,76,28,3,0,0,0,1
35,2000,F,77,71,28,3,0,2,1,0
35,2000,F,78,76,31,6,0,1,2,1
35,2000,F,79,64,22,3,0,1,2,1
35,2000,F,80,55,17,1,2,0,0,1
35,2000,F,81,46,14,0,1,1,0,2
35,2000,F,82,57,14,3,0,0,0,2
35,2000,F,83,47,10,3,0,0,0,0
35,2000,F,84,42,9,1,0,0,0,0
35,2000,F,85,42,6,1,0,0,0,0
35,2000,F,86,35,9,0,0,0,0,0
35,2000,F,87,28,9,2,0,1,0,0
35,2000,F,88,33,7,2,0,1,0,0
35,2000,F,89,24,6,0,0,0,0,0
35,2000,F,90,22,5,0,0,0,0,0
35,2000,F,91,15,6,0,0,0,0,0
35,2000,F,92,11,3,1,0,0,0,0
35,2000,F,93,10,1,0,0,0,0,0
35,2000,F,94,7,2,0,0,0,0,0
35,2000,F,95,8,4,0,0,0,0,0
35,2000,F,96,8,1,0,0,0,0,0
35,2000,F,97,6,0,0,0,0,0,0
35,2000,F,98,2,2,0,0,0,0,0
35,2000,F,99,2,1,0,0,0,0,0
35,2000,F,100,4,0,0,0,0,0,0
35,2000,M,0,164,281,8,2,4,1,13
35,2000,M,1,179,268,6,1,5,1,11
35,2000,M,2,182,277,10,0,6,1,11
35,2000,M,3,171,283,12,1,7,2,12
35,2000,M,4,197,306,7,0,4,1,14
35,2000,M,5,180,305,5,0,5,1,9
35,2000,M,6,188,340,10,0,3,2,11
35,2000,M,7,185,300,11,0,3,1,14
35,2000,M,8,211,289,8,0,5,0,12
35,2000,M,9,217,269,13,0,5,3,9
35,2000,M,10,225,288,11,1,6,2,13
35,2000,M,11,198,277,7,0,2,2,11
35,2000,M,12,203,268,6,2,6,1,10
35,2000,M,13,203,253,6,2,5,4,8
35,2000,M,14,187,261,7,0,8,3,9
35,2000,M,15,198,253,8,1,5,5,7
35,2000,M,16,211,248,6,0,3,3,4
35,2000,M,17,195,254,10,0,4,1,5
35,2000,M,18,153,259,5,0,4,1,3
35,2000,M,19,123,248,5,2,3,2,5
35,2000,M,20,109,250,3,2,2,3,5
35,2000,M,21,102,245,5,0,2,2,6
35,2000,M,22,77,251,4,1,3,0,4
35,2000,M,23,75,224,3,0,3,0,3
35,2000,M,24,87,220,9,1,3,1,6
35,2000,M,25,84,230,6,0,2,2,4
35,2000,M,26,98,230,5,0,2,3,4
35,2000,M,27,100,258,7,0,3,3,3
35,2000,M,28,107,247,6,2,2,3,4
35,2000,M,29,143,248,6,2,3,2,3
35,2000,M,30,153,257,11,0,3,2,7
35,2000,M,31,157,212,9,1,4,3,5
35,2000,M,32,194,190,9,0,5,1,6
35,2000,M,33,182,219,13,1,3,2,8
35,2000,M,34,199,225,11,2,3,2,6
35,2000,M,35,226,232,15,3,9,2,9
35,2000,M,36,238,205,9,1,6,1,8
35,2000,M,37,232,191,7,0,8,3,6
35,2000,M,38,235,209,14,2,10,4,3
35,2000,M,39,250,215,12,1,8,3,5
35,2000,M,40,248,216,11,2,10,3,3
35,2000,M,41,228,187,10,1,10,3,3
35,2000,M,42,227,176,10,1,7,3,7
35,2000,M,43,235,159,12,0,9,3,4
35,2000,M,44,217,155,11,0,7,4,7
35,2000,M,45,222,150,11,0,5,4,5
35,2000,M,46,203,165,8,1,3,5,6
35,2000,M,47,218,140,4,1,4,3,6
35,2000,M,48,191,125,10,0,3,3,4
35,2000,M,49,190,126,9,0,6,3,2
35,2000,M,50,208,112,7,0,7,3,3
35,2000,M,51,193,117,8,0,7,3,3
35,2000,M,52,205,104,7,0,4,3,3
35,2000,M,53,199,98,7,0,3,5,3
35,2000,M,54,164,83,6,0,6,1,2
35,2000,M,55,141,87,4,0,4,2,1
35,2000,M,56,140,72,6,0,4,3,0
35,2000,M,57,157,59,7,1,3,4,2
35,2000,M,58,137,65,5,0,4,1,2
35,2000,M,59,115,58,6,0,2,1,1
35,2000,M,60,99,51,8,0,1,1,2
35,2000,M,61,88,51,5,0,0,0,1
35,2000,M,62,90,63,7,1,0,0,0
35,2000,M,63,98,57,6,0,1,2,1
35,2000,M,64,83,51,3,0,0,2,2
35,2000,M,65,76,55,3,0,1,0,3
35,2000,M,66,94,52,3,0,1,0,2
35,2000,M,67,89,46,3,0,1,0,1
35,2000,M,68,67,40,3,0,1,1,2
35,2000,M,69,68,41,1,0,2,1,1
35,2000,M,70,67,42,1,0,1,0,1
35,2000,M,71,55,33,2,0,0,0,1
35,2000,M,72,63,27,3,0,0,1,1
35,2000,M,73,57,28,3,0,0,1,2
35,2000,M,74,64,33,3,0,1,1,3
35,2000,M,75,61,22,1,0,0,0,2
35,2000,M,76,61,25,2,0,0,2,0
35,2000,M,77,54,19,3,0,0,2,1
35,2000,M,78,54,18,3,0,0,0,0
35,2000,M,79,56,19,1,0,0,0,0
35,2000,M,80,44,15,1,0,2,0,0
35,2000,M,81,37,11,0,0,1,0,0
35,2000,M,82,30,13,2,0,0,1,0
35,2000,M,83,23,11,1,0,0,0,0
35,2000,M,84,29,11,2,0,0,1,1
35,2000,M,85,24,10,1,0,0,0,0
35,2000,M,86,20,6,0,0,0,0,0
35,2000,M,87,13,6,0,0,0,0,1
35,2000,M,88,16,3,0,0,0,0,0
35,2000,M,89,11,2,1,0,0,0,0
35,2000,M,90,7,0,0,0,0,0,0
35,2000,M,91,6,1,0,0,0,0,0
35,2000,M,92,4,2,0,0,0,0,0
35,2000,M,93,2,1,1,0,0,0,0
35,2000,M,94,2,0,0,0,0,0,0
35,2000,M,95,2,1,1,0,0,0,0
35,2000,M,96,0,0,0,0,0,0,0
35,2000,M,97,3,0,0,0,0,1,0
35,2000,M,98,1,0,1,0,0,0,0
35,2000,M,99,0,1,0,0,0,0,0
35,2000,M,100,1,0,1,0,0,0,0
36,2000,F,0,3903,7092,455,44,1179,58,511
36,2000,F,1,3921,7271,447,40,1263,70,388
36,2000,F,2,4129,7370,486,41,1360,60,419
36,2000,F,3,4130,7552,476,40,1388,66,438
36,2000,F,4,4377,7895,543,40,1450,77,450
36,2000,F,5,4611,8014,547,50,1514,80,430
36,2000,F,6,4933,8066,560,42,1590,75,429
36,2000,F,7,4944,8198,574,44,1629,85,406
36,2000,F,8,5274,8067,551,42,1697,96,441
36,2000,F,9,5527,8140,547,42,1764,97,404
36,2000,F,10,5614,8065,577,59,1808,92,398
36,2000,F,11,5576,7650,613,50,1708,89,397
36,2000,F,12,5507,7402,599,52,1659,92,394
36,2000,F,13,5372,6977,572,51,1634,90,366
36,2000,F,14,5443,6654,602,51,1590,99,358
36,2000,F,15,5416,6519,645,52,1489,85,338
36,2000,F,16,5276,6266,689,52,1447,84,320
36,2000,F,17,5282,6421,664,43,1349,81,334
36,2000,F,18,4891,6172,645,46,1234,95,326
36,2000,F,19,4580,5869,584,49,1143,91,270
36,2000,F,20,4439,5569,534,35,1150,78,245
36,2000,F,21,4188,5430,524,30,1134,71,230
36,2000,F,22,4059,5363,525,43,1028,65,214
36,2000,F,23,3927,5478,577,45,978,62,181
36,2000,F,24,3922,5408,602,40,989,71,180
36,2000,F,25,4016,5595,655,32,994,68,174
36,2000,F,26,3858,5469,624,40,991,59,183
36,2000,F,27,3906,5474,650,35,992,68,192
36,2000,F,28,4071,5574,710,46,1043,66,180
36,2000,F,29,4666,5815,745,42,1188,76,184
36,2000,F,30,5006,5930,725,43,1280,75,184
36,2000,F,31,4776,5605,703,38,1171,72,168
36,2000,F,32,4666,5571,684,37,1188,81,157
36,2000,F,33,4815,5451,652,37,1188,75,161
36,2000,F,34,5083,5377,753,33,1231,67,156
36,2000,F,35,5724,5574,795,38,1361,69,167
36,2000,F,36,5945,5612,772,40,1399,101,193
36,2000,F,37,6155,5290,753,50,1370,97,190
36,2000,F,38,6456,5159,769,46,1380,101,173
36,2000,F,39,6567,5015,783,38,1435,85,178
36,2000,F,40,6647,4966,822,34,1472,111,204
36,2000,F,41,6543,4681,824,38,1362,106,202
36,2000,F,42,6753,4360,789,34,1300,92,193
36,2000,F,43,6596,4220,765,37,1233,90,161
36,2000,F,44,6519,3994,810,39,1214,109,177
36,2000,F,45,6482,3857,833,31,1240,110,184
36,2000,F,46,6217,3610,790,31,1114,88,167
36,2000,F,47,6108,3388,758,17,1032,82,150
36,2000,F,48,5777,3090,721,26,948,85,155
36,2000,F,49,5647,2929,750,28,905,87,133
36,2000,F,50,5658,2810,751,31,890,82,122
36,2000,F,51,5342,2536,706,24,865,75,126
36,2000,F,52,5470,2409,601,25,810,78,128
36,2000,F,53,5439,2247,548,18,679,86,142
36,2000,F,54,4463,1966,491,8,601,66,110
36,2000,F,55,4099,1891,457,10,577,53,105
36,2000,F,56,4119,1766,425,12,568,59,98
36,2000,F,57,4175,1709,398,11,532,53,92
36,2000,F,58,3845,1578,380,8,479,52,83
36,2000,F,59,3508,1418,356,8,453,49,78
36,2000,F,60,3322,1367,342,16,447,51,79
36,2000,F,61,3221,1291,307,10,455,40,67
36,2000,F,62,3236,1275,293,10,436,29,69
36,2000,F,63,3110,1178,277,7,436,27,62
36,2000,F,64,3004,1158,292,8,380,31,59
36,2000,F,65,3152,1245,277,5,379,29,50
36,2000,F,66,2910,1130,265,6,326,27,47
36,2000,F,67,2875,1051,238,5,333,28,50
36,2000,F,68,2850,1006,240,5,298,30,42
36,2000,F,69,2822,992,240,9,275,26,45
36,2000,F,70,2940,980,225,5,289,21,48
36,2000,F,71,2886,898,223,3,246,20,41
36,2000,F,72,2836,888,213,4,224,21,39
36,2000,F,73,2791,871,189,4,211,22,42
36,2000,F,74,2805,804,191,6,199,23,37
36,2000,F,75,2865,726,172,5,183,20,29
36,2000,F,76,2805,620,148,3,159,11,26
36,2000,F,77,2675,566,144,5,153,15,23
36,2000,F,78,2617,550,116,4,133,13,29
36,2000,F,79,2505,520,107,2,132,11,25
36,2000,F,80,2162,440,90,2,119,13,21
36,2000,F,81,1965,351,87,1,111,12,21
36,2000,F,82,1849,315,69,2,96,11,19
36,2000,F,83,1683,252,63,3,88,8,16
36,2000,F,84,1510,241,53,1,75,7,11
36,2000,F,85,1361,217,46,2,73,4,12
36,2000,F,86,1225,189,36,1,55,5,12
36,2000,F,87,1094,159,34,2,61,5,11
36,2000,F,88,893,143,31,2,50,3,8
36,2000,F,89,780,128,22,0,43,3,4
36,2000,F,90,700,102,13,0,43,3,6
36,2000,F,91,537,84,11,0,34,3,6
36,2000,F,92,453,61,11,0,27,3,5
36,2000,F,93,353,51,11,0,20,3,4
36,2000,F,94,286,49,8,0,21,3,3
36,2000,F,95,219,35,6,0,16,3,2
36,2000,F,96,160,29,4,0,9,1,0
36,2000,F,97,114,25,1,0,7,0,0
36,2000,F,98,89,17,2,0,3,0,1
36,2000,F,99,59,9,1,0,6,1,0
36,2000,F,100,93,21,3,1,13,0,2
36,2000,M,0,4186,7503,453,44,1197,45,553
36,2000,M,1,4183,7600,464,43,1328,64,444
36,2000,M,2,4244,7620,510,54,1349,68,445
36,2000,M,3,4464,7905,554,53,1408,74,448
36,2000,M,4,4767,8175,574,57,1502,83,436
36,2000,M,5,4909,8243,603,50,1582,77,440
36,2000,M,6,5105,8376,594,52,1696,82,443
36,2000,M,7,5264,8510,597,48,1713,89,431
36,2000,M,8,5542,8687,585,56,1770,98,430
36,2000,M,9,5786,8770,611,44,1855,94,463
36,2000,M,10,5901,8322,662,42,1827,103,440
36,2000,M,11,5879,7826,660,58,1836,96,398
36,2000,M,12,5993,7546,697,52,1796,81,402
36,2000,M,13,5718,7150,672,41,1646,87,383
36,2000,M,14,5748,6957,691,43,1584,94,348
36,2000,M,15,5718,6666,696,55,1556,83,346
36,2000,M,16,5533,6604,717,50,1468,79,301
36,2000,M,17,5542,6712,724,47,1484,91,307
36,2000,M,18,5418,6684,704,49,1389,94,282
36,2000,M,19,5302,6722,663,37,1352,96,302
36,2000,M,20,5417,6558,626,32,1322,104,263
36,2000,M,21,5282,6229,611,38,1257,94,234
36,2000,M,22,4950,6067,569,41,1106,86,209
36,2000,M,23,4483,6101,548,41,1028,79,204
36,2000,M,24,4193,6047,611,43,983,65,200
36,2000,M,25,4102,6029,642,36,953,58,187
36,2000,M,26,3999,5749,588,30,898,59,177
36,2000,M,27,4074,5779,592,45,944,53,160
36,2000,M,28,4299,5819,607,38,954,61,158
36,2000,M,29,4683,5956,642,38,1040,81,177
36,2000,M,30,4760,6236,629,43,1113,75,173
36,2000,M,31,4666,5878,605,34,1050,67,154
36,2000,M,32,4706,5935,610,34,999,70,145
36,2000,M,33,4769,5756,600,35,1066,66,150
36,2000,M,34,4974,5731,609,42,1145,72,147
36,2000,M,35,5621,5854,635,47,1287,84,158
36,2000,M,36,5922,5676,656,41,1302,96,164
36,2000,M,37,5980,5413,688,36,1278,80,148
36,2000,M,38,6320,5291,639,36,1247,95,158
36,2000,M,39,6507,5238,635,34,1265,92,164
36,2000,M,40,6726,5123,709,37,1304,78,172
36,2000,M,41,6533,4745,693,39,1238,71,173
36,2000,M,42,6759,4619,691,42,1198,82,158
36,2000,M,43,6635,4219,674,41,1147,101,147
36,2000,M,44,6472,4079,657,31,1081,82,140
36,2000,M,45,6540,3941,693,34,1075,83,157
36,2000,M,46,6266,3559,702,27,977,83,142
36,2000,M,47,6012,3219,664,28,889,78,135
36,2000,M,48,5735,3064,583,30,858,78,116
36,2000,M,49,5628,2991,609,27,884,81,132
36,2000,M,50,5678,2802,624,26,874,82,123
36,2000,M,51,5431,2565,543,27,789,66,118
